hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
17, 1800.00000, 2138.66, 23.5127, 2138.27, 23.5298, 2144.64, 23.5223
17, 2400.00000, 2169.91, 23.5015, 2169.41, 23.5178, 2175.72, 23.5075
17, 3000.00000, 1906.89, 23.5571, 1906.2, 23.5546, 1916.45, 23.5428
18, 0.00000, 1435.59, 23.5747, 1435.22, 23.5768, 1442.18, 23.5729
18, 600.00000, 686.622, 23.6151, 686.555, 23.5728, 694.14, 23.6181
18, 1200.00000, 439.254, 23.5865, 439.266, 23.4973, 446.98, 23.593
18, 1800.00000, 442.358, 23.5902, 442.31, 23.5007, 449.99, 23.5883
18, 2400.00000, 395.663, 23.5894, 395.671, 23.4867, 403.368, 23.5943
18, 3000.00000, 364.613, 23.5872, 364.649, 23.4741, 372.323, 23.5958
19, 0.00000, 385.973, 23.5938, 385.943, 23.4885, 393.524, 23.5919
19, 600.00000, 375.749, 23.5954, 375.681, 23.4882, 383.082, 23.586
19, 1200.00000, 349.573, 23.5929, 349.493, 23.4774, 356.751, 23.5791
19, 1800.00000, 346.816, 23.5918, 346.734, 23.48, 353.731, 23.5759
19, 2400.00000, 343.952, 23.5924, 343.812, 23.4835, 350.49, 23.5648
19, 3000.00000, 351.691, 23.5932, 351.555, 23.4891, 358.145, 23.5668
20, 0.00000, 372.452, 23.5957, 372.289, 23.4998, 378.782, 23.5666
20, 600.00000, 354.17, 23.594, 353.998, 23.4924, 360.436, 23.5612
20, 1200.00000, 372.365, 23.5972, 372.151, 23.5023, 378.484, 23.5593
20, 1800.00000, 359.391, 23.5914, 359.306, 23.4911, 365.939, 23.5745
20, 2400.00000, 375.005, 23.5936, 374.912, 23.4987, 381.526, 23.5762
20, 3000.00000, 380.118, 23.5936, 380.014, 23.5013, 386.555, 23.5747
21, 0.00000, 324.466, 23.575, 324.423, 23.4295, 331.679, 23.5418
21, 600.00000, 334.833, 23.5759, 334.824, 23.4383, 341.99, 23.5491
21, 1200.00000, 311.302, 23.5412, 311.274, 23.4295, 317.525, 23.529
21, 1800.00000, 319.295, 23.5444, 319.272, 23.4391, 325.39, 23.533
21, 2400.00000, 337.833, 23.5482, 337.863, 23.4553, 343.814, 23.5466
21, 3000.00000, 332.675, 23.5461, 332.738, 23.453, 338.669, 23.5501
22, 0.00000, 345.779, 23.5483, 345.867, 23.4607, 351.79, 23.5566
22, 600.00000, 311.784, 23.5381, 311.901, 23.4395, 317.807, 23.552
22, 1200.00000, 322.14, 23.5409, 322.259, 23.4465, 328.155, 23.5548
22, 1800.00000, 345.612, 23.5455, 345.753, 23.46, 351.658, 23.5628
22, 2400.00000, 311.626, 23.5348, 311.804, 23.4382, 317.72, 23.5601
22, 3000.00000, 319.367, 23.5371, 319.539, 23.4433, 325.453, 23.5609
23, 0.00000, 326.888, 23.5392, 327.02, 23.4491, 332.814, 23.5551
23, 600.00000, 324.083, 23.5353, 324.273, 23.4449, 330.126, 23.5618
23, 1200.00000, 507.98, 23.5416, 508.148, 23.4939, 513.965, 23.5598
23, 1800.00000, 551.544, 23.5567, 553.006, 23.5048, 558.621, 23.5912
23, 2400.00000, 568.17, 23.565, 568.441, 23.5287, 574.241, 23.5935
23, 3000.00000, 555.147, 23.5657, 555.466, 23.5301, 561.123, 23.5993
24, 0.00000, 588.478, 23.5604, 588.794, 23.5297, 594.318, 23.5922
